NAME,LEVEL_1,LEVEL_2,LEVEL_3,LEVEL_4,LAT,LON,SOURCE,NOTES
v-LAI-5.339-LMA-0.015-CHL-48.433-N-2.420,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-8.670-LMA-0.016-CHL-16.835-N-2.264,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.194-LMA-0.023-CHL-16.131-N-2.404,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.572-LMA-0.016-CHL-48.687-N-1.637,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.933-LMA-0.011-CHL-42.849-N-2.051,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.295-LMA-0.006-CHL-48.087-N-2.369,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.876-LMA-0.017-CHL-35.917-N-2.105,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-7.147-LMA-0.011-CHL-53.392-N-1.974,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.904-LMA-0.013-CHL-48.383-N-2.040,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.799-LMA-0.010-CHL-31.355-N-2.051,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.876-LMA-0.016-CHL-49.175-N-2.433,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.462-LMA-0.013-CHL-56.892-N-2.446,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-0.660-LMA-0.013-CHL-40.722-N-2.131,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.929-LMA-0.014-CHL-35.913-N-2.142,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.387-LMA-0.016-CHL-41.412-N-1.860,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.698-LMA-0.009-CHL-43.862-N-2.427,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.119-LMA-0.006-CHL-59.917-N-1.788,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.100-LMA-0.006-CHL-58.050-N-1.983,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.091-LMA-0.009-CHL-18.421-N-1.506,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.553-LMA-0.016-CHL-22.304-N-1.409,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.202-LMA-0.015-CHL-31.059-N-1.492,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.292-LMA-0.014-CHL-36.706-N-1.324,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.160-LMA-0.011-CHL-41.520-N-1.312,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.273-LMA-0.023-CHL-31.813-N-1.877,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-7.117-LMA-0.019-CHL-42.769-N-1.589,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.392-LMA-0.018-CHL-34.827-N-2.118,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.775-LMA-0.008-CHL-37.809-N-1.780,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.554-LMA-0.010-CHL-47.025-N-1.964,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.158-LMA-0.012-CHL-17.803-N-2.321,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.882-LMA-0.012-CHL-46.508-N-1.996,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.910-LMA-0.010-CHL-26.678-N-1.309,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.250-LMA-0.008-CHL-26.604-N-1.909,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.633-LMA-0.017-CHL-31.816-N-2.111,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.107-LMA-0.013-CHL-11.392-N-1.306,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.271-LMA-0.015-CHL-47.301-N-1.568,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-7.948-LMA-0.018-CHL-50.209-N-1.488,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.680-LMA-0.022-CHL-45.851-N-2.013,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.678-LMA-0.010-CHL-48.840-N-2.343,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.372-LMA-0.018-CHL-41.165-N-2.291,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.133-LMA-0.008-CHL-41.397-N-1.442,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.897-LMA-0.012-CHL-52.623-N-1.825,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.844-LMA-0.009-CHL-19.337-N-1.641,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.442-LMA-0.010-CHL-12.256-N-1.559,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.269-LMA-0.012-CHL-25.676-N-1.822,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.902-LMA-0.016-CHL-54.607-N-1.599,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.726-LMA-0.014-CHL-42.952-N-1.552,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.199-LMA-0.010-CHL-42.468-N-2.157,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-9.592-LMA-0.014-CHL-38.382-N-1.615,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.325-LMA-0.005-CHL-23.082-N-1.383,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.493-LMA-0.017-CHL-39.560-N-1.368,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.809-LMA-0.007-CHL-42.349-N-2.092,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.803-LMA-0.011-CHL-50.781-N-2.095,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.749-LMA-0.013-CHL-48.555-N-1.732,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.802-LMA-0.011-CHL-18.948-N-1.660,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.005-LMA-0.010-CHL-56.417-N-2.242,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.746-LMA-0.012-CHL-39.506-N-1.784,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.959-LMA-0.017-CHL-35.596-N-2.468,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.098-LMA-0.019-CHL-59.398-N-2.062,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.059-LMA-0.019-CHL-32.388-N-1.905,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.567-LMA-0.015-CHL-36.568-N-1.961,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-8.108-LMA-0.007-CHL-45.345-N-2.425,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.394-LMA-0.017-CHL-21.604-N-1.359,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-0.923-LMA-0.011-CHL-38.889-N-2.258,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.564-LMA-0.010-CHL-45.860-N-2.198,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.764-LMA-0.006-CHL-29.661-N-2.041,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.892-LMA-0.008-CHL-14.070-N-1.694,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.743-LMA-0.015-CHL-58.170-N-2.236,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.973-LMA-0.008-CHL-25.538-N-1.773,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.737-LMA-0.014-CHL-41.846-N-1.605,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.823-LMA-0.007-CHL-29.007-N-2.356,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.221-LMA-0.014-CHL-34.794-N-1.403,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.912-LMA-0.006-CHL-54.955-N-2.260,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.787-LMA-0.014-CHL-33.718-N-1.802,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.137-LMA-0.005-CHL-16.747-N-2.227,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.847-LMA-0.011-CHL-49.138-N-2.467,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.740-LMA-0.014-CHL-24.109-N-1.355,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-7.032-LMA-0.011-CHL-20.101-N-1.746,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.028-LMA-0.010-CHL-52.893-N-1.772,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.489-LMA-0.018-CHL-48.254-N-2.472,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.060-LMA-0.017-CHL-36.484-N-1.437,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-0.903-LMA-0.008-CHL-43.143-N-1.394,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.506-LMA-0.013-CHL-29.000-N-1.531,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.483-LMA-0.015-CHL-43.030-N-1.454,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-7.051-LMA-0.016-CHL-39.431-N-2.466,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.152-LMA-0.012-CHL-33.525-N-1.324,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.020-LMA-0.011-CHL-43.756-N-2.473,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.848-LMA-0.012-CHL-31.009-N-1.396,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.842-LMA-0.008-CHL-52.583-N-1.566,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.803-LMA-0.017-CHL-26.908-N-2.490,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.985-LMA-0.016-CHL-25.657-N-1.961,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.581-LMA-0.021-CHL-53.413-N-1.322,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.593-LMA-0.019-CHL-10.077-N-2.144,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.518-LMA-0.013-CHL-38.226-N-2.291,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.705-LMA-0.016-CHL-35.514-N-2.109,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.994-LMA-0.005-CHL-46.497-N-1.505,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-7.847-LMA-0.015-CHL-45.796-N-1.796,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.909-LMA-0.015-CHL-27.616-N-1.644,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.412-LMA-0.011-CHL-17.592-N-1.672,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-1.933-LMA-0.011-CHL-10.261-N-1.776,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.131-LMA-0.013-CHL-48.860-N-1.820,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.811-LMA-0.009-CHL-47.015-N-2.271,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.312-LMA-0.008-CHL-56.602-N-1.539,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.365-LMA-0.014-CHL-50.964-N-2.243,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.945-LMA-0.014-CHL-42.979-N-2.259,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.944-LMA-0.015-CHL-42.464-N-2.100,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.391-LMA-0.005-CHL-56.928-N-2.111,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.228-LMA-0.018-CHL-45.834-N-1.372,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.180-LMA-0.017-CHL-55.509-N-2.307,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.923-LMA-0.006-CHL-14.300-N-1.758,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.363-LMA-0.013-CHL-44.259-N-1.561,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.818-LMA-0.011-CHL-27.350-N-2.418,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.026-LMA-0.017-CHL-53.783-N-1.343,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-7.198-LMA-0.011-CHL-18.065-N-1.673,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.030-LMA-0.013-CHL-14.284-N-1.863,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.598-LMA-0.017-CHL-51.193-N-1.311,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-5.868-LMA-0.022-CHL-51.760-N-1.690,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.270-LMA-0.013-CHL-17.639-N-1.393,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.934-LMA-0.005-CHL-15.302-N-2.058,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-6.249-LMA-0.016-CHL-54.229-N-1.663,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-8.062-LMA-0.006-CHL-54.078-N-2.174,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.707-LMA-0.005-CHL-38.037-N-1.701,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-2.578-LMA-0.017-CHL-46.511-N-2.153,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.025-LMA-0.007-CHL-56.104-N-1.392,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.948-LMA-0.008-CHL-43.680-N-1.605,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-3.580-LMA-0.016-CHL-50.753-N-2.386,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
v-LAI-4.249-LMA-0.010-CHL-28.887-N-1.317,pervious,vegetation,canopy,simulated,0.0,0.0,prosail,modeled canopy reflectance
